Price,Open,High,Low,Close,Volume,Daily Return
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,
Date,,,,,,
2011-01-05,1268.78,1277.63,1265.36,1276.56,4764920000,0.005007085498346608
2011-01-06,1276.29,1278.17,1270.43,1273.85,4844100000,-0.0021228927743310866
2011-01-07,1274.41,1276.83,1261.7,1271.5,4963110000,-0.0018448011932330477
2011-01-10,1270.84,1271.52,1262.18,1269.75,4036450000,-0.001376327172630698
2011-01-11,1272.58,1277.25,1269.62,1274.48,4050750000,0.0037251427446347574
2011-01-12,1275.65,1286.87,1275.65,1285.96,4226940000,0.009007595254535206
2011-01-13,1285.78,1286.7,1280.47,1283.76,4310840000,-0.001710784161249257
2011-01-14,1282.9,1293.24,1281.24,1293.24,4661590000,0.007384557861282559
2011-01-18,1293.22,1296.06,1290.16,1295.02,5284990000,0.0013763879867618733
2011-01-19,1294.52,1294.6,1278.92,1281.92,4743710000,-0.010115673889206311
2011-01-20,1280.85,1283.35,1271.26,1280.26,4935320000,-0.0012949326010983642
2011-01-21,1283.63,1291.21,1282.07,1283.35,4935320000,0.0024135722431379847
2011-01-24,1283.29,1291.93,1282.47,1290.84,3902470000,0.0058362878404176755
2011-01-25,1288.17,1291.26,1281.07,1291.18,4595380000,0.00026339437885414263
2011-01-26,1291.97,1299.74,1291.97,1296.63,4730980000,0.004220945181926616
2011-01-27,1297.51,1301.29,1294.41,1299.54,4309190000,0.0022442794012169642
2011-01-28,1299.63,1302.67,1275.1,1276.34,5618630000,-0.017852470874309412
2011-01-31,1276.5,1287.17,1276.5,1286.12,4167160000,0.007662535061190523
2011-02-01,1289.14,1308.86,1289.14,1307.59,5164500000,0.016693621124000968
2011-02-02,1305.91,1307.61,1302.62,1304.03,4098260000,-0.0027225659419236603
2011-02-03,1302.77,1308.6,1294.83,1307.1,4370990000,0.0023542403165570658
2011-02-04,1307.01,1311.0,1301.67,1310.87,3925950000,0.002884247570958509
2011-02-07,1311.85,1322.85,1311.85,1319.05,3902270000,0.006240130600288385
2011-02-08,1318.76,1324.87,1316.03,1324.57,3881530000,0.004184829991281669
2011-02-09,1322.48,1324.54,1314.89,1320.88,3922240000,-0.0027858097344797272
2011-02-10,1318.13,1322.78,1311.74,1321.87,4184610000,0.0007495003331110528
2011-02-11,1318.66,1330.79,1316.08,1329.15,4219300000,0.005507349436782993
2011-02-14,1328.73,1332.96,1326.9,1332.32,3567040000,0.002384982883797848
2011-02-15,1330.43,1330.43,1324.61,1328.01,3926860000,-0.0032349585685120807
2011-02-16,1329.51,1337.61,1329.51,1336.32,1966450000,0.006257483000881026
2011-02-17,1334.37,1341.5,1331.0,1340.43,1966450000,0.0030756106321840893
2011-02-18,1340.38,1344.07,1338.12,1343.01,1162310000,0.0019247554889101348
2011-02-22,1338.91,1338.91,1312.33,1315.44,1322780000,-0.02052851430741387
2011-02-23,1315.44,1317.91,1299.55,1307.4,1330340000,-0.0061120233534026625
2011-02-24,1307.09,1310.91,1294.26,1306.1,1222900000,-0.0009943399112744
2011-02-25,1307.34,1320.61,1307.34,1319.88,3836030000,0.010550493836612995
2011-02-28,1321.61,1329.38,1320.55,1327.22,1252850000,0.005561111616207537
2011-03-01,1328.64,1332.09,1306.14,1306.33,1180420000,-0.015739666370307992
2011-03-02,1305.47,1314.19,1302.58,1308.44,1025000000,0.0016152120827050975
2011-03-03,1312.37,1332.28,1312.37,1330.97,4340470000,0.017218978325334033
2011-03-04,1330.73,1331.08,1312.59,1321.15,4223740000,-0.00737807764262155
2011-03-07,1322.72,1327.68,1303.99,1310.13,3964730000,-0.008341217878363505
2011-03-08,1311.05,1325.74,1306.86,1321.82,4531420000,0.008922778655553243
2011-03-09,1319.92,1323.21,1312.27,1320.02,3709520000,-0.0013617587871268544
2011-03-10,1315.72,1315.72,1294.21,1295.11,4723020000,-0.018870926198087945
2011-03-11,1293.43,1308.35,1291.99,1304.28,3740400000,0.007080479650377169
2011-03-14,1301.19,1301.19,1286.37,1296.39,4050370000,-0.0060493145643572
2011-03-15,1288.46,1288.46,1261.12,1281.87,5201400000,-0.011200333233055026
2011-03-16,1279.46,1280.91,1249.05,1256.88,5833000000,-0.01949495658686118
2011-03-17,1261.61,1278.88,1261.61,1273.72,4134950000,0.01339825599898159
2011-03-18,1276.71,1288.88,1276.18,1279.21,4685500000,0.004310209465188564
2011-03-21,1281.65,1300.58,1281.65,1298.38,4223730000,0.01498581155556944
2011-03-22,1298.29,1299.35,1292.7,1293.77,3576550000,-0.00355057841309947
2011-03-23,1292.19,1300.51,1284.05,1297.54,3842350000,0.002913964615039788
2011-03-24,1300.61,1311.34,1297.74,1309.66,4223740000,0.009340752500886396
2011-03-25,1311.8,1319.18,1310.15,1313.8,4223740000,0.0031611257883723543
2011-03-28,1315.45,1319.74,1310.19,1310.19,3215170000,-0.002747754604962682
2011-03-29,1309.37,1319.45,1305.26,1319.44,3482580000,0.007060044726337367
2011-03-30,1321.89,1331.74,1321.89,1328.26,3809570000,0.006684654095676867
2011-03-31,1327.44,1329.77,1325.03,1325.83,3566270000,-0.0018294610994835647
2011-04-01,1329.48,1337.85,1328.89,1332.41,4223740000,0.0049629288822852224
2011-04-04,1333.56,1336.74,1329.1,1332.87,4223740000,0.00034523907806138787
2011-04-05,1332.03,1338.21,1330.03,1332.63,3852280000,-0.00018006257174352225
2011-04-06,1335.94,1339.38,1331.09,1335.54,4223740000,0.0021836518763647117
2011-04-07,1334.82,1338.8,1326.56,1333.51,4005600000,-0.0015199844257752781
2011-04-08,1336.16,1339.46,1322.94,1328.17,3582810000,-0.004004469407803413
2011-04-11,1329.01,1333.77,1321.06,1324.46,3478970000,-0.00279331712054931
2011-04-12,1321.96,1321.96,1309.51,1314.16,4275490000,-0.007776754299865574
2011-04-13,1314.03,1321.35,1309.19,1314.41,3850860000,0.00019023558775188576
2011-04-14,1311.13,1316.79,1302.42,1314.52,3872630000,8.368773822464703e-05
2011-04-15,1314.54,1322.88,1313.68,1319.68,4223740000,0.00392538721358382
2011-04-18,1313.35,1313.35,1294.7,1305.14,4223740000,-0.011017822502424779
2011-04-19,1305.99,1312.7,1303.97,1312.62,3886300000,0.005731185926413973
2011-04-20,1319.12,1332.66,1319.12,1330.36,4236280000,0.013514954823178105
2011-04-21,1333.23,1337.49,1332.83,1337.38,3587240000,0.005276767190835807
2011-04-25,1337.14,1337.55,1331.47,1335.25,2142130000,-0.001592666257907327
2011-04-26,1336.75,1349.55,1336.75,1347.24,3908060000,0.008979591836734802
2011-04-27,1348.43,1357.49,1344.25,1355.66,4051570000,0.006249814435438372
2011-04-28,1353.86,1361.71,1353.6,1360.48,4036820000,0.003555463759349564
2011-04-29,1360.14,1364.56,1358.69,1363.61,3479070000,0.002300658591085414
2011-05-02,1365.21,1370.58,1358.59,1361.22,3846250000,-0.001752700552210551
2011-05-03,1359.76,1360.84,1349.52,1356.62,4223740000,-0.0033793214910154967
2011-05-04,1355.9,1355.9,1341.5,1347.32,4223740000,-0.006855272662941725
2011-05-05,1344.16,1348.0,1329.17,1335.1,3846250000,-0.009069857197993025
2011-05-06,1340.24,1354.36,1335.58,1340.2,4223740000,0.003819938581379745
2011-05-09,1340.2,1349.44,1338.64,1346.29,4265250000,0.00454409789583643
2011-05-10,1348.34,1359.44,1348.34,1357.16,4223740000,0.008074040511331315
2011-05-11,1354.51,1354.51,1336.36,1342.08,3846250000,-0.01111143859235475
2011-05-12,1339.39,1351.05,1332.03,1348.65,3777210000,0.004895386266094537
2011-05-13,1348.69,1350.47,1333.36,1337.77,3426660000,-0.008067326585845191
2011-05-16,1334.77,1343.33,1327.32,1329.47,3846250000,-0.006204355008708529
2011-05-17,1326.1,1330.42,1318.51,1328.98,4053970000,-0.0003685679255642782
2011-05-18,1328.54,1341.82,1326.59,1340.68,3922030000,0.008803744224894272
2011-05-19,1342.4,1346.82,1336.36,1343.6,3626110000,0.0021779992242740853
2011-05-20,1342.0,1342.0,1330.67,1333.27,4066020000,-0.0076883000893122055
2011-05-23,1333.07,1333.07,1312.88,1317.37,3255580000,-0.011925566464407122
2011-05-24,1317.7,1323.72,1313.87,1316.28,3846250000,-0.0008274061197688365
2011-05-25,1316.36,1325.86,1311.8,1320.47,4109670000,0.0031832132980824657
2011-05-26,1320.64,1328.51,1314.41,1325.69,3259470000,0.003953137897869663
2011-05-27,1325.69,1334.62,1325.69,1331.1,3124560000,0.004080893723268586
2011-05-31,1331.1,1345.2,1331.1,1345.2,4696240000,0.010592742844264258
2011-06-01,1345.2,1345.2,1313.71,1314.55,4241090000,-0.022784716027356544
2011-06-02,1314.55,1318.03,1305.61,1312.94,3762170000,-0.001224753718002236
2011-06-03,1312.94,1312.94,1297.9,1300.16,3505030000,-0.009733879689856284
2011-06-06,1300.26,1300.26,1284.72,1286.17,3555980000,-0.010760214127492063
2011-06-07,1286.31,1296.22,1284.74,1284.94,3846250000,-0.0009563277016257921
2011-06-08,1284.63,1287.04,1277.42,1279.56,3970810000,-0.004186965928370312
2011-06-09,1279.63,1294.54,1279.63,1289.0,3332510000,0.0073775360280097235
2011-06-10,1288.6,1288.6,1268.28,1270.98,3846250000,-0.013979829325058146
2011-06-13,1271.31,1277.04,1265.64,1271.83,4132520000,0.0006687752757714716
2011-06-14,1272.22,1292.5,1272.22,1287.87,3500280000,0.01261174842549706
2011-06-15,1287.87,1287.87,1261.9,1265.42,4070500000,-0.017431883652852975
2011-06-16,1265.53,1274.11,1258.07,1267.64,3846250000,0.0017543582367909316
2011-06-17,1268.58,1279.82,1267.4,1271.5,4916460000,0.003045028557003393
2011-06-20,1271.5,1280.42,1267.56,1278.36,3464660000,0.0053952025167125495
2011-06-21,1278.4,1297.62,1278.4,1295.52,4056150000,0.013423448793767001
2011-06-22,1295.48,1298.61,1286.79,1287.14,3718420000,-0.006468445103124498
2011-06-23,1286.6,1286.6,1262.87,1283.5,4983450000,-0.0028279752008328884
2011-06-24,1283.04,1283.93,1267.24,1268.45,3665340000,-0.011725749902609994
2011-06-27,1268.44,1284.91,1267.53,1280.1,3479070000,0.00918443769955446
2011-06-28,1280.21,1296.8,1280.21,1296.67,3681500000,0.012944301226466726
2011-06-29,1296.85,1309.21,1296.85,1307.41,4347540000,0.008282755057184898
2011-06-30,1307.64,1321.97,1307.64,1320.64,4200500000,0.010119243389602461
2011-07-01,1320.64,1341.01,1318.18,1339.67,3796930000,0.014409680155076376
2011-07-05,1339.59,1340.89,1334.3,1337.88,3722320000,-0.001336149947375076
2011-07-06,1337.56,1340.94,1330.92,1339.22,3564190000,0.001001584596525884
2011-07-07,1339.62,1356.48,1339.62,1353.22,4069530000,0.010453846268723588
2011-07-08,1352.39,1352.39,1333.71,1343.8,3594360000,-0.006961174088470523
2011-07-11,1343.31,1343.31,1316.42,1319.49,3879130000,-0.01809048965619875
2011-07-12,1319.61,1327.17,1313.33,1313.64,4227890000,-0.0044335311370301556
2011-07-13,1314.45,1331.48,1314.45,1317.72,4060080000,0.0031058737553666393
2011-07-14,1317.74,1326.88,1306.51,1308.87,4358570000,-0.00671614607048554
2011-07-15,1308.87,1317.7,1307.52,1316.14,4242760000,0.005554409528830462
2011-07-18,1315.94,1315.94,1295.92,1305.44,4118160000,-0.008129834212165954
2011-07-19,1307.07,1328.14,1307.07,1326.73,4304600000,0.01630867753401155
2011-07-20,1328.66,1330.43,1323.65,1325.84,3767420000,-0.0006708222471791814
2011-07-21,1325.65,1347.0,1325.65,1343.8,4837430000,0.013546129246364558
2011-07-22,1343.8,1346.1,1336.95,1345.02,3522830000,0.0009078731954159647
2011-07-25,1344.32,1344.32,1331.09,1337.43,3536890000,-0.005643038765222763
2011-07-26,1337.39,1338.51,1329.59,1331.94,4007050000,-0.0041048877324421085
2011-07-27,1331.91,1331.91,1303.49,1304.89,3479040000,-0.020308722615132724
2011-07-28,1304.84,1316.32,1299.16,1300.67,4951800000,-0.0032339890718757758
2011-07-29,1300.12,1304.16,1282.86,1292.28,5061190000,-0.006450521654224439
2011-08-01,1292.59,1307.38,1274.73,1286.94,4967390000,-0.004132231404958664
2011-08-02,1286.56,1286.56,1254.03,1254.05,5206290000,-0.025556747012292824
2011-08-03,1254.25,1261.2,1234.56,1260.34,6446940000,0.0050157489733264615
2011-08-04,1260.23,1260.23,1199.54,1200.07,4266530000,-0.047820429407937515
2011-08-05,1200.28,1218.11,1168.09,1199.38,5454590000,-0.0005749664602896498
2011-08-08,1198.48,1198.48,1119.28,1119.46,2615150000,-0.06663442778769035
2011-08-09,1120.23,1172.88,1101.54,1172.53,2366660000,0.047406785414396246
2011-08-10,1171.77,1171.77,1118.01,1120.76,5018070000,-0.044152388425029665
2011-08-11,1121.3,1186.29,1121.3,1172.64,3685050000,0.046290017488133106
2011-08-12,1172.87,1189.04,1170.74,1178.81,5640380000,0.00526163187337958
2011-08-15,1178.86,1204.49,1178.86,1204.49,4272850000,0.021784681161510333
2011-08-16,1204.22,1204.22,1180.53,1192.76,5071600000,-0.009738561548871316
2011-08-17,1192.89,1208.47,1184.36,1193.89,4388340000,0.000947382541332864
2011-08-18,1189.62,1189.62,1131.03,1140.65,3234810000,-0.04459372303981102
2011-08-19,1140.47,1154.54,1122.05,1123.53,5167560000,-0.015008986104414257
2011-08-22,1123.55,1145.49,1121.09,1123.82,5436260000,0.00025811504810735464
2011-08-23,1124.36,1162.35,1124.36,1162.35,5013170000,0.03428484988699254
2011-08-24,1162.16,1178.56,1156.3,1177.6,5315310000,0.013119972469565866
2011-08-25,1176.69,1190.68,1155.47,1159.27,5748420000,-0.01556555706521734
2011-08-26,1158.85,1181.23,1135.91,1176.8,5035320000,0.015121585135473126
2011-08-29,1177.91,1210.28,1177.91,1210.08,4228070000,0.028280081577158445
2011-08-30,1209.76,1220.1,1195.77,1212.92,4572570000,0.0023469522676187182
2011-08-31,1213.0,1230.71,1209.35,1218.89,5267840000,0.004922006397783951
2011-09-01,1219.12,1229.29,1203.85,1204.42,4780410000,-0.0118714568172682
2011-09-02,1203.9,1203.9,1170.56,1173.97,4401740000,-0.025281878414506576
2011-09-06,1173.97,1173.97,1140.13,1165.24,5103980000,-0.007436305868122717
2011-09-07,1165.85,1198.62,1165.85,1198.62,4441040000,0.028646459098554677
2011-09-08,1197.98,1204.4,1183.34,1185.9,4465170000,-0.010612204034639694
2011-09-09,1185.37,1185.37,1148.37,1154.23,4586370000,-0.026705455771987574
2011-09-12,1153.5,1162.52,1136.07,1162.27,5168550000,0.006965682749538571
2011-09-13,1162.59,1176.41,1157.44,1172.87,4681370000,0.009120083973603199
2011-09-14,1173.32,1202.38,1162.73,1188.68,4986740000,0.01347975478953356
2011-09-15,1189.44,1209.11,1189.44,1209.11,4479730000,0.017187131944677914
2011-09-16,1209.21,1220.06,1204.46,1216.01,5248890000,0.005706676811869871
2011-09-19,1214.99,1214.99,1188.36,1204.09,4254190000,-0.009802550965863799
2011-09-20,1204.5,1220.39,1201.29,1202.09,4315610000,-0.0016610054065725466
2011-09-21,1203.63,1206.3,1166.21,1166.76,4728550000,-0.029390478250380547
2011-09-22,1164.55,1164.55,1114.22,1129.56,6703140000,-0.03188316363262367
2011-09-23,1128.82,1141.72,1121.36,1136.43,5639930000,0.006082014235631705
2011-09-26,1136.91,1164.19,1131.07,1162.95,4762830000,0.02333623716374955
2011-09-27,1163.32,1195.86,1163.32,1175.38,5548130000,0.010688335698009421
2011-09-28,1175.39,1184.71,1150.4,1151.06,4787920000,-0.0206911807245318
2011-09-29,1151.74,1175.87,1139.93,1160.4,5285740000,0.00811425989957093
2011-09-30,1159.93,1159.93,1131.34,1131.42,4416790000,-0.024974146845915257
2011-10-03,1131.21,1138.99,1098.92,1099.23,5670340000,-0.028450973113432698
2011-10-04,1097.42,1125.12,1074.77,1123.95,3714670000,0.022488469201168204
2011-10-05,1124.03,1146.07,1115.68,1144.03,2510620000,0.017865563414742658
2011-10-06,1144.11,1165.55,1134.95,1164.97,5098330000,0.018303715811648358
2011-10-07,1165.03,1171.4,1150.26,1155.46,5580380000,-0.008163300342498125
2011-10-10,1158.15,1194.91,1158.15,1194.89,4446800000,0.03412493725442678
2011-10-11,1194.6,1199.24,1187.3,1195.54,4424500000,0.0005439831281539576
2011-10-12,1196.19,1220.25,1196.19,1207.25,5355360000,0.00979473710624501
2011-10-13,1206.96,1207.46,1190.58,1203.66,4436270000,-0.002973700559121939
2011-10-14,1205.65,1224.61,1205.65,1224.58,4116690000,0.017380323347124582
2011-10-17,1224.47,1224.47,1198.55,1200.86,4300700000,-0.019369906416893956
2011-10-18,1200.75,1233.1,1191.48,1225.38,4840170000,0.020418699931715745
2011-10-19,1223.46,1229.64,1206.31,1209.88,4846390000,-0.01264913741043594
2011-10-20,1209.92,1219.53,1197.34,1215.39,4870290000,0.004554170661553281
2011-10-21,1215.39,1239.03,1215.39,1238.25,4980770000,0.01880877742946696
2011-10-24,1238.72,1256.55,1238.72,1254.19,4309380000,0.012873006258833142
2011-10-25,1254.19,1254.19,1226.79,1229.05,4473970000,-0.020044809797558627
2011-10-26,1229.17,1246.28,1221.06,1242.0,4873530000,0.010536593303771324
2011-10-27,1243.97,1292.66,1243.97,1284.59,6367610000,0.03429146537842187
2011-10-28,1284.39,1287.08,1277.01,1285.09,4536690000,0.0003892292482425841
2011-10-31,1284.96,1284.96,1253.16,1253.3,4310210000,-0.024737567018652373
2011-11-01,1251.0,1251.0,1215.42,1218.28,5645540000,-0.027942232506183662
2011-11-02,1219.62,1242.48,1219.62,1237.9,4110530000,0.0161046721607514
2011-11-03,1238.25,1263.21,1234.81,1261.15,4849140000,0.018781807900476677
2011-11-04,1260.82,1260.82,1238.92,1253.23,3830650000,-0.0062799825556040245
2011-11-07,1253.21,1261.7,1240.75,1261.12,3429740000,0.006295731828953821
2011-11-08,1261.12,1277.55,1254.99,1275.92,3908490000,0.011735600101497212
2011-11-09,1275.18,1275.18,1226.64,1229.1,4659740000,-0.036695090601291724
2011-11-10,1229.59,1246.22,1227.7,1239.7,4002760000,0.008624196566593634
2011-11-11,1240.12,1266.98,1240.12,1263.85,3370180000,0.01948051948051943
2011-11-14,1263.85,1263.85,1246.68,1251.78,3219680000,-0.009550183961704262
2011-11-15,1251.7,1264.25,1244.34,1257.81,3599300000,0.004817140392081587
2011-11-16,1257.81,1259.61,1235.67,1236.91,4085010000,-0.016616182094274845
2011-11-17,1236.56,1237.73,1209.43,1216.13,4596450000,-0.01679992885496917
2011-11-18,1216.19,1223.51,1211.36,1215.65,3827610000,-0.0003946946461316214
2011-11-21,1215.62,1215.62,1183.16,1192.98,4050070000,-0.018648459671780637
2011-11-22,1192.98,1196.81,1181.65,1188.04,3911710000,-0.004140890878304826
2011-11-23,1187.48,1187.48,1161.79,1161.79,3798940000,-0.022095215649304722
2011-11-25,1161.41,1172.66,1158.66,1158.67,1664200000,-0.0026855111508963248
2011-11-28,1158.67,1197.35,1158.67,1192.55,3920750000,0.029240422208221428
2011-11-29,1192.56,1203.67,1191.8,1195.19,3992650000,0.002213743658546985
2011-11-30,1196.72,1247.11,1196.72,1246.96,5801910000,0.04331528878253654
2011-12-01,1246.91,1251.09,1239.73,1244.58,3818680000,-0.0019086418168987596
2011-12-02,1246.03,1260.08,1243.35,1244.28,4144310000,-0.00024104517186518404
2011-12-05,1244.33,1266.73,1244.33,1257.08,4148060000,0.01028707364901793
2011-12-06,1257.19,1266.03,1253.03,1258.47,3734230000,0.0011057371050371412
2011-12-07,1258.14,1267.06,1244.8,1261.01,4160540000,0.0020183238376758617
2011-12-08,1260.87,1260.87,1231.47,1234.35,4298370000,-0.021141783173805218
2011-12-09,1234.48,1258.25,1234.48,1255.19,3830610000,0.016883379916555308
2011-12-12,1255.05,1255.05,1227.25,1236.47,3600570000,-0.014914076753320238
2011-12-13,1236.83,1249.86,1219.43,1225.73,4121570000,-0.00868601745291031
2011-12-14,1225.73,1225.73,1209.47,1211.82,4298290000,-0.011348339356954673
2011-12-15,1212.12,1225.6,1212.12,1215.75,3810340000,0.003243055899391001
2011-12-16,1216.09,1231.04,1215.2,1219.66,5345800000,0.0032161217355541893
2011-12-19,1219.74,1224.57,1202.37,1205.35,3659820000,-0.011732777987308096
2011-12-20,1205.72,1242.82,1205.72,1241.3,4055590000,0.029825361928070615
2011-12-21,1241.25,1245.09,1229.51,1243.72,2959020000,0.001949569000241791
2011-12-22,1243.72,1255.22,1243.72,1254.0,3492250000,0.008265526002637191
2011-12-23,1254.0,1265.42,1254.0,1265.33,2233830000,0.009035087719298174
2011-12-27,1265.02,1269.37,1262.3,1265.43,2130590000,7.903076667759024e-05
2011-12-28,1265.38,1265.85,1248.64,1249.64,2349980000,-0.012477971914685138
2011-12-29,1249.75,1263.54,1249.75,1263.02,2278130000,0.01070708364008821
2011-12-30,1262.82,1264.12,1257.46,1257.6,2271850000,-0.0042913018004465675
2012-01-03,1258.86,1284.62,1258.86,1277.06,3943710000,0.015473918575063639
2012-01-04,1277.03,1278.73,1268.1,1277.3,3592580000,0.00018793165552133395
2012-01-05,1277.3,1283.05,1265.26,1281.06,4315950000,0.0029437093869881803
2012-01-06,1280.93,1281.84,1273.34,1277.81,3656830000,-0.0025369615786926536
2012-01-09,1277.83,1281.99,1274.55,1280.7,3371600000,0.002261682096712514
2012-01-10,1280.77,1296.46,1280.77,1292.08,4221960000,0.008885765596938988
2012-01-11,1292.02,1293.8,1285.41,1292.48,3968120000,0.00030957835428147007
2012-01-12,1292.48,1296.82,1285.77,1295.5,4019890000,0.0023365932161425462
2012-01-13,1294.82,1294.82,1277.58,1289.09,3692370000,-0.0049478965650329165
2012-01-17,1290.22,1303.0,1290.22,1293.67,4010490000,0.003552893901899834
2012-01-18,1293.65,1308.11,1290.99,1308.04,4096160000,0.011107933244181245
2012-01-19,1308.07,1315.49,1308.07,1314.5,4465890000,0.004938686890309185
2012-01-20,1314.49,1315.38,1309.17,1315.38,3912620000,0.000669456066945795
2012-01-23,1315.29,1322.28,1309.89,1316.0,3770910000,0.00047134668308768113
2012-01-24,1315.96,1315.96,1306.06,1314.65,3693560000,-0.001025835866261371
2012-01-25,1314.4,1328.3,1307.65,1326.06,4410910000,0.008679116114555185
2012-01-26,1326.28,1333.47,1313.6,1318.43,4522070000,-0.005753887456072748
2012-01-27,1318.25,1320.06,1311.72,1316.33,4007380000,-0.0015928035618122394
2012-01-30,1316.16,1316.16,1300.49,1313.01,3659010000,-0.0025221638950718717
2012-01-31,1313.53,1321.41,1306.69,1312.41,4235550000,-0.0004569652934859336
2012-02-01,1312.45,1330.52,1312.45,1324.09,4504360000,0.008899657881302314
2012-02-02,1324.24,1329.19,1321.57,1325.54,4120920000,0.001095091723372299
2012-02-03,1326.21,1345.34,1326.21,1344.9,4608550000,0.014605368378170613
2012-02-06,1344.32,1344.36,1337.52,1344.33,3379700000,-0.0004238233325899454
2012-02-07,1344.33,1349.24,1335.92,1347.05,3742460000,0.0020233127282736074
2012-02-08,1347.04,1351.0,1341.95,1349.96,4096730000,0.0021602761590142627
2012-02-09,1349.97,1354.32,1344.63,1351.95,4209890000,0.001474117751637083
2012-02-10,1351.21,1351.21,1337.35,1342.64,3877580000,-0.006886349347239085
2012-02-13,1343.06,1353.35,1343.06,1351.77,3618040000,0.006800035750461619
2012-02-14,1351.3,1351.3,1340.83,1350.5,3889520000,-0.0009395089401302847
2012-02-15,1350.52,1355.87,1340.8,1343.23,4080340000,-0.005383191410588628
2012-02-16,1342.61,1359.02,1341.22,1358.04,4108880000,0.011025662023629534
2012-02-17,1358.06,1363.4,1357.24,1361.23,3717640000,0.002348973520662101
2012-02-21,1361.22,1367.76,1358.11,1362.21,3795200000,0.0007199371156969558
2012-02-22,1362.11,1362.7,1355.53,1357.66,3633710000,-0.003340160474523013
2012-02-23,1357.53,1364.24,1352.28,1363.46,3786450000,0.004272056332218721
2012-02-24,1363.46,1368.92,1363.46,1365.74,3505360000,0.0016722162733047163
2012-02-27,1365.2,1371.94,1354.92,1367.59,3648890000,0.0013545770058722706
2012-02-28,1367.56,1373.09,1365.97,1372.18,3579120000,0.003356269057246841
2012-02-29,1372.2,1378.04,1363.81,1365.68,4482370000,-0.004736987858735775
2012-03-01,1365.9,1376.17,1365.9,1374.09,3919240000,0.006158104387557817
2012-03-02,1374.09,1374.53,1366.42,1369.63,3283490000,-0.0032457844828212012
2012-03-05,1369.59,1369.59,1359.13,1364.33,3429480000,-0.0038696582288648695
2012-03-06,1363.63,1363.63,1340.03,1343.36,4191060000,-0.015370181700908203
2012-03-07,1343.39,1354.85,1343.39,1352.63,3580380000,0.006900607432110739
2012-03-08,1352.65,1368.72,1352.65,1365.91,3543060000,0.009817910293280496
2012-03-09,1365.97,1374.76,1365.97,1370.87,3639470000,0.0036312787811787484
2012-03-12,1370.78,1373.04,1366.69,1371.09,3081870000,0.00016048202966012504
2012-03-13,1371.92,1396.13,1371.92,1395.95,4386470000,0.01813155956210033
2012-03-14,1395.95,1399.42,1389.97,1394.28,4502280000,-0.0011963179196963214
2012-03-15,1394.17,1402.63,1392.78,1402.6,4271650000,0.005967237570645656
2012-03-16,1402.55,1405.88,1401.47,1404.17,5163950000,0.0011193497789820928
2012-03-19,1404.17,1414.0,1402.43,1409.75,3932570000,0.003973877806818127
2012-03-20,1409.59,1409.59,1397.68,1405.52,3695280000,-0.003000532009221457
2012-03-21,1405.52,1407.75,1400.64,1402.89,3573590000,-0.0018711935796003054
2012-03-22,1402.89,1402.89,1388.73,1392.78,3740590000,-0.007206552188696258
2012-03-23,1392.78,1399.18,1386.87,1397.11,3472950000,0.003108890133402209
2012-03-26,1397.11,1416.58,1397.11,1416.51,3576950000,0.013885807130433525
2012-03-27,1416.55,1419.15,1411.95,1412.52,3513640000,-0.0028167820911959573
2012-03-28,1412.52,1413.65,1397.2,1405.54,3892800000,-0.004941522951887434
2012-03-29,1405.39,1405.39,1391.56,1403.28,3832000000,-0.0016079229335344003
2012-03-30,1403.31,1410.89,1401.42,1408.47,3676890000,0.0036984778518898143
2012-04-02,1408.47,1422.38,1404.46,1419.04,3572010000,0.007504597187018458
2012-04-03,1418.98,1419.0,1404.62,1413.38,3822090000,-0.003988612019393267
2012-04-04,1413.09,1413.09,1394.09,1398.96,3938290000,-0.010202493313900107
2012-04-05,1398.79,1401.6,1392.92,1398.08,3303740000,-0.0006290387144737286
2012-04-09,1397.45,1397.45,1378.24,1382.2,3468980000,-0.011358434424353359
2012-04-10,1382.18,1383.01,1357.38,1358.59,4631730000,-0.017081464332224128
2012-04-11,1358.98,1374.71,1358.98,1368.71,3743040000,0.0074488992264039044
2012-04-12,1368.77,1388.13,1368.77,1387.57,3618280000,0.01377939811939699
2012-04-13,1387.61,1387.61,1369.85,1370.26,3631160000,-0.012475046303970228
2012-04-16,1370.27,1379.66,1365.38,1369.57,3574780000,-0.0005035540700305541
2012-04-17,1369.57,1392.76,1369.57,1390.78,3456200000,0.015486612586432358
2012-04-18,1390.78,1390.78,1383.29,1385.14,3463140000,-0.004055278333021661
2012-04-19,1385.08,1390.46,1370.3,1376.92,4180020000,-0.005934418181555712
2012-04-20,1376.96,1387.4,1376.96,1378.53,3833320000,0.0011692763559247865
2012-04-23,1378.53,1378.53,1358.79,1366.94,3654860000,-0.008407506546828758
2012-04-24,1366.97,1375.57,1366.82,1371.97,3617100000,0.003679751854507085
2012-04-25,1372.11,1391.37,1372.11,1390.69,3998430000,0.013644613220405777
2012-04-26,1390.64,1402.09,1387.28,1399.98,4034700000,0.006680137198081582
2012-04-27,1400.19,1406.64,1397.31,1403.36,3645830000,0.0024143202045743273
2012-04-30,1403.26,1403.26,1394.0,1397.91,3574010000,-0.003883536654885278
2012-05-01,1397.86,1415.32,1395.73,1405.82,3807950000,0.00565844725339959
